Resolver	Tranco_num	Malicious_num	Malicious_same	Malicious_diff_rcode	Malicious_diff_a_pdns	Malicious_diff_a_private	Malicious_diff_a_self_sinkhole
94.183.2.70	2	254	46	207	1	1	0	0	
94.101.141.163	1	32	18	13	1	0	0	0	
94.182.227.93	1	143	50	88	5	5	0	0	
94.139.181.157	0	3	2	1	0	0	0	0	
93.126.21.58	0	3	2	1	0	0	0	0	
92.114.19.254	2	172	137	32	3	3	0	0	
94.139.190.190	0	9	7	0	2	2	0	0	
94.74.170.119	4	475	134	339	2	2	0	0	
94.183.167.141	2	270	208	59	3	3	0	0	
94.183.181.88	0	1	0	1	0	0	0	0	
94.183.237.199	0	2	1	1	0	0	0	0	
94.183.147.208	0	2	1	1	0	0	0	0	
94.183.237.98	0	2	1	1	0	0	0	0	
94.183.25.143	0	2	1	1	0	0	0	0	
94.183.103.177	1	66	29	34	3	3	0	0	
94.182.146.251	0	22	10	11	1	1	0	0	
94.183.162.158	1	65	30	32	3	3	0	0	
94.183.189.196	1	0	0	0	0	0	0	0	
94.183.209.75	0	2	2	0	0	0	0	0	
94.183.30.72	0	16	13	1	2	2	0	0	
94.183.40.218	0	3	3	0	0	0	0	0	
94.183.153.92	0	3	3	0	0	0	0	0	
94.183.214.183	0	3	0	0	3	3	0	0	
94.183.37.126	0	24	14	9	1	1	0	0	
94.183.199.190	0	19	13	5	1	1	0	0	
94.183.33.48	0	13	10	1	2	2	0	0	
94.183.227.236	0	2	2	0	0	0	0	0	
94.183.197.199	0	9	8	0	1	1	0	0	
